id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q022	so	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vilken av följande uppgifter har riksdagen?	Which of the following tasks belongs to the Riksdag?	Hawlahan soo socda kee baa ka tirsan Riksdag-ka?	c	Att besluta om lagar och hur statens pengar ska användas	To decide laws and how the state's money should be used	Go’aaminta sharciyada iyo sida lacagta dowladda loo isticmaalo	a: Att sköta regionernas kollektivtrafik | b: Att vara Sveriges statschef | c: Att besluta om lagar och hur statens pengar ska användas | d: Att ensam utreda brott	a: To manage regional public transport | b: To be Sweden's head of state | c: To decide laws and how the state's money should be used | d: To investigate crimes alone	a: Maamulka gaadiidka dadweynaha ee gobollada | b: Inuu noqdo madaxa qaranka Iswiidhan | c: Go’aaminta sharciyada iyo sida lacagta dowladda loo isticmaalo | d: Inuu kaligiis baaro dembiyada	Riksdagens ledamöter beslutar om lagar, statens budget och hur statens pengar ska användas. Därför är alternativet om lagar och statens pengar rätt; kollektivtrafik, statschef och brottsutredningar hör till andra delar av samhället.	Members of the Riksdag decide laws, the state budget, and how the state's money should be used. Therefore the option about laws and state money is correct; public transport, the head of state, and criminal investigations belong to other parts of society.	Xubnaha Riksdag-ka waxay go’aamiyaan sharciyada, miisaaniyadda dowladda iyo sida lacagta dowladda loo isticmaalo. Sidaa darteed xulashada ku saabsan sharciyada iyo lacagta dowladda waa sax; gaadiidka dadweynaha, madaxa qaranka iyo baarista dembiyada waxay ka tirsan yihiin qaybo kale oo bulshada ah.	pending_native_review	pending_reviewer_notes
q023	so	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Riksdagen väljer statsminister.	The Riksdag chooses the prime minister.	Riksdag-ku wuxuu doortaa ra’iisul wasaaraha.	true	Sant	True	Sax	true: Sant | false: Falskt	true: True | false: False	true: Sax | false: Khalad	Riksdagen väljer statsminister, som får i uppdrag att bilda regering. Därefter väljer statsministern ministrarna i regeringen.	The Riksdag chooses the prime minister, who is given the task of forming a government. The prime minister then chooses the government ministers.	Riksdag-ku wuxuu doortaa ra’iisul wasaaraha, kaas oo loo xilsaaro inuu soo dhiso dowladda. Ra’iisul wasaaraha ayaa markaas doorta wasiirrada dowladda.	pending_native_review	pending_reviewer_notes
q024	so	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Myndigheter	13	Vilket påstående beskriver statliga myndigheter?	Which statement describes government agencies?	Weedhdee ayaa sharraxaysa hay’adaha dowladda?	b	De genomför beslut och måste följa lagar och regeringens instruktioner	They implement decisions and must follow laws and government instructions	Waxay fuliyaan go’aamada waana inay raacaan sharciyada iyo tilmaamaha dowladda	a: De ersätter domstolarna i brottmål | b: De genomför beslut och måste följa lagar och regeringens instruktioner | c: De beslutar vem som blir kung eller drottning | d: De skriver partiernas valprogram	a: They replace courts in criminal cases | b: They implement decisions and must follow laws and government instructions | c: They decide who becomes king or queen | d: They write parties’ election platforms	a: Waxay beddelaan maxkamadaha kiisaska dembiyada | b: Waxay fuliyaan go’aamada waana inay raacaan sharciyada iyo tilmaamaha dowladda | c: Waxay go’aamiyaan cidda noqonaysa boqor ama boqorad | d: Waxay qoraan barnaamijyada doorashada ee xisbiyada	Regeringen styr landet med hjälp av statliga myndigheter. Myndigheterna genomför beslut i praktiken och måste följa lagen samt regeringens instruktioner, därför är alternativet om beslut och regler rätt.	The government carries out its work through government agencies. Agencies put decisions into practice and must follow the law and the government's instructions, so the option about decisions and rules is correct.	Dowladdu waxay dalka ku maamushaa hay’adaha dowladda. Hay’aduhu go’aamada ayay ficil ahaan u fuliyaan, waana inay raacaan sharciga iyo tilmaamaha dowladda; sidaas awgeed xulashada ku saabsan go’aamada iyo xeerarka waa sax.	pending_native_review	pending_reviewer_notes
q025	so	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Regioner och kommuner	13	Vilken är regionernas främsta uppgift i Sverige?	What is the main responsibility of Sweden's regions?	Waa maxay hawsha ugu weyn ee gobollada Iswiidhan?	a	Att ansvara för hälso- och sjukvården	To be responsible for health care	Inay masuul ka noqdaan daryeelka caafimaadka	a: Att ansvara för hälso- och sjukvården | b: Att döma i brottmål | c: Att besluta om grundlagar | d: Att utse statsminister	a: To be responsible for health care | b: To judge criminal cases | c: To decide constitutional laws | d: To appoint the prime minister	a: Inay masuul ka noqdaan daryeelka caafimaadka | b: Xukun ka gaarista kiisaska dembiyada | c: Go’aaminta sharciyada dastuuriga ah | d: Magacaabista ra’iisul wasaaraha	Sverige är indelat i 21 regioner. Regionernas främsta uppgift är hälso- och sjukvården, men de ser också till att det finns kollektivtrafik och ansvarar för länsmuseer. Därför är hälso- och sjukvård rätt; domstolar, grundlagar och statsminister hör till andra delar av samhället.	Sweden is divided into 21 regions. Their main responsibility is health care, but they also ensure public transport is available and are responsible for county museums. That makes health care correct; courts, constitutional laws, and appointing the prime minister belong to other parts of society.	Iswiidhan waxay u qaybsan tahay 21 gobol. Masuuliyadda ugu weyn ee gobolladu waa daryeelka caafimaadka, laakiin waxay sidoo kale hubiyaan in gaadiid dadweyne jiro waxayna masuul ka yihiin matxafyada gobolka. Sidaas awgeed daryeelka caafimaadka waa sax; maxkamadaha, sharciyada dastuuriga ah iyo ra’iisul wasaaraha waxay ka tirsan yihiin qaybo kale.	pending_native_review	pending_reviewer_notes
q026	so	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Kommunernas ansvar	13	Vilka vardagstjänster ansvarar kommuner för?	Which everyday services are municipalities responsible for?	Adeegyada maalinlaha ah ee degmooyinku masuulka ka yihiin waa kuwee?	a	Vatten och avlopp, omsorg, snöröjning, parkskötsel och vuxenutbildning	Water and sewage, care services, snow removal, park maintenance, and adult education	Biyo iyo bulaacad, daryeel, ka saarista barafka, dayactirka jardiinooyinka iyo waxbarashada dadka waaweyn	a: Vatten och avlopp, omsorg, snöröjning, parkskötsel och vuxenutbildning | b: Att skicka ambassadörer till andra länder | c: Att bestämma EU-lagar | d: Att välja kronprinsessa	a: Water and sewage, care services, snow removal, park maintenance, and adult education | b: Sending ambassadors to other countries | c: Deciding EU laws | d: Choosing the crown princess	a: Biyo iyo bulaacad, daryeel, ka saarista barafka, dayactirka jardiinooyinka iyo waxbarashada dadka waaweyn | b: In safiiro loo diro dalal kale | c: Go’aaminta sharciyada Midowga Yurub | d: Doorashada dhaxal-sugaha boqortooyada	Kommunerna ansvarar för mycket av den service som invånarna använder i vardagen, till exempel vatten och avlopp, omsorg för äldre och barn, snöröjning, parkskötsel och vuxenutbildning. Därför är servicealternativet rätt; ambassadörer, EU-lagar och tronföljd hör till andra nivåer eller områden.	Municipalities are responsible for much of the service residents use in everyday life, including water and sewage, care for older people and children, snow removal, park maintenance, and adult education. That makes the local-services option correct; ambassadors, EU laws, and succession to the throne belong to other levels or areas.	Degmooyinku waxay masuul ka yihiin qayb weyn oo ka mid ah adeegyada ay dadka deggani u isticmaalaan nolol maalmeedka, sida biyaha iyo bulaacadda, daryeelka dadka waayeelka ah iyo carruurta, ka saarista barafka, dayactirka jardiinooyinka iyo waxbarashada dadka waaweyn. Sidaas awgeed xulashada adeegyada deegaanka waa sax; safiirrada, sharciyada Midowga Yurub iyo dhaxalka carshigu waxay ka tirsan yihiin heerar ama meelo kale.	pending_native_review	pending_reviewer_notes
q027	so	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Sveriges statsskick	13	Vad betyder det att Sverige är en konstitutionell monarki?	What does it mean that Sweden is a constitutional monarchy?	Maxay ka dhigan tahay in Iswiidhan tahay boqortooyo dastuur ah?	b	Att statschefen är kung eller drottning men saknar politisk makt	That the head of state is a king or queen but lacks political power	In madaxa qaranku yahay boqor ama boqorad laakiin uusan lahayn awood siyaasadeed	a: Att monarken har all politisk makt | b: Att statschefen är kung eller drottning men saknar politisk makt | c: Att regeringen väljs av kungen | d: Att kommunerna styrs av kungahuset	a: That the monarch has all political power | b: That the head of state is a king or queen but lacks political power | c: That the government is chosen by the king | d: That municipalities are governed by the royal house	a: In boqorku leeyahay dhammaan awoodda siyaasadeed | b: In madaxa qaranku yahay boqor ama boqorad laakiin uusan lahayn awood siyaasadeed | c: In boqorku doorto dowladda | d: In degmooyinka ay maamusho qoyska boqortooyada	Sverige är en konstitutionell monarki: statschefen är en kung eller drottning utan politisk makt, och kungen fungerar som en symbol för Sverige. Därför är alternativet om statschef utan politisk makt rätt; de andra alternativen ger monarken politisk makt som inte hör till Sveriges statsskick.	Sweden is a constitutional monarchy: the head of state is a king or queen without political power, and the king functions as a symbol of Sweden. That makes the head-of-state-without-political-power option correct; the other alternatives give the monarch political power that does not belong to Sweden's form of government.	Iswiidhan waa boqortooyo dastuur ah: madaxa qaranku waa boqor ama boqorad aan lahayn awood siyaasadeed, boqorkuna wuxuu yahay astaan u taagan Iswiidhan. Sidaa darteed xulashada madaxa qaranka ee aan lahayn awood siyaasadeed waa sax; xulashooyinka kale waxay monarkha siinayaan awood siyaasadeed oo aan ka tirsanayn nidaamka dowladeed ee Iswiidhan.	pending_native_review	pending_reviewer_notes
q028	so	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Oppositionen ska granska regeringens arbete och föreslå annan politik.	The opposition should scrutinize the government’s work and propose alternative policies.	Mucaaradku waa inuu kormeeraa shaqada dowladda oo soo jeediyaa siyaasado kale.	true	Sant	True	Sax	true: Sant | false: Falskt	true: True | false: False	true: Sax | false: Khalad	Partier som inte stödjer regeringen kallas opposition. Oppositionen granskar regeringens arbete och föreslår annan politik. I riksdagen debatterar regeringspartierna och oppositionen olika förslag innan ledamöterna röstar.	Parties that do not support the government are called the opposition. The opposition scrutinizes the government’s work and proposes alternative policies. In the Riksdag, the governing parties and the opposition debate different proposals before members vote.	Xisbiyada aan taageerin dowladda waxaa lagu magacaabaa mucaarad. Mucaaradku wuxuu kormeeraa shaqada dowladda wuxuuna soo jeediyaa siyaasado kale. Riksdag-ka dhexdiisa xisbiyada dowladda iyo mucaaradku waxay ka doodaan soo-jeedinno kala duwan ka hor inta xubnuhu codeyn.	pending_native_review	pending_reviewer_notes
q029	so	4	Ch. 04 · Political elections and parties	Politiska val och partier	Val och röstning	14	Hur ofta hålls val till riksdag, regionfullmäktige och kommunfullmäktige i Sverige?	How often are elections to the Riksdag, regional councils, and municipal councils held in Sweden?	Imisa jeer ayaa doorashooyinka Riksdag-ka, golayaasha gobollada iyo golayaasha degmooyinka ka dhaca Iswiidhan?	b	Vart fjärde år	Every four years	Afartii sano mar	a: Varje år | b: Vart fjärde år | c: Vart femte år | d: Endast när regeringen ber om det	a: Every year | b: Every four years | c: Every five years | d: Only when the government asks for it	a: Sannad kasta | b: Afartii sano mar | c: Shantii sano mar | d: Kaliya marka dowladda ay codsato	Val till riksdag, regionfullmäktige och kommunfullmäktige hålls vart fjärde år. Det skiljer sig från valet till Europaparlamentet, som hålls vart femte år, så alternativet vart fjärde år är rätt.	Elections to the Riksdag, regional councils, and municipal councils are held every four years. This differs from European Parliament elections, which are held every five years, so every four years is correct.	Doorashooyinka Riksdag-ka, golayaasha gobollada iyo golayaasha degmooyinka waxaa la qabtaa afartii sano mar. Tani way ka duwan tahay doorashada Baarlamaanka Yurub oo la qabto shantii sano mar, sidaas awgeed afartii sano mar waa sax.	pending_native_review	pending_reviewer_notes
q030	so	4	Ch. 04 · Political elections and parties	Politiska val och partier	Val och röstning	14	Vilka krav gäller för att rösta i Sveriges riksdagsval?	Which requirements apply to voting in Sweden’s Riksdag election?	Shuruudaha lagu codeynayo doorashada Riksdag-ka ee Iswiidhan waa maxay?	a	Man måste vara svensk medborgare och ha fyllt 18 år	You must be a Swedish citizen and at least 18 years old	Waa in qofku yahay muwaadin Iswiidhan ah oo gaaray 18 sano	a: Man måste vara svensk medborgare och ha fyllt 18 år | b: Man måste äga en bostad i Sverige | c: Man måste vara medlem i ett parti | d: Man måste ha fyllt 16 år	a: You must be a Swedish citizen and at least 18 years old | b: You must own a home in Sweden | c: You must be a member of a party | d: You must be at least 16 years old	a: Waa in qofku yahay muwaadin Iswiidhan ah oo gaaray 18 sano | b: Waa inuu qofku guri ku leeyahay Iswiidhan | c: Waa inuu qofku xubin ka yahay xisbi | d: Waa inuu qofku gaaray 16 sano	För att rösta i riksdagsvalet krävs både att väljaren har fyllt 18 år och att väljaren är svensk medborgare. Krav som bostadsägande, partimedlemskap eller 16 års ålder ger inte rösträtt i riksdagsval.	Voting in a Riksdag election requires both having turned 18 and being a Swedish citizen. Owning a home, being a party member, or being 16 does not give someone the right to vote in a Riksdag election.	Codeynta doorashada Riksdag-ka waxay u baahan tahay in codbixiyuhu gaaray 18 sano oo uu yahay muwaadin Iswiidhan ah. Guri lahaansho, xubin xisbi ahaansho ama 16 jir ahaansho qofka ma siiso xaqa inuu ka codeeyo doorashada Riksdag-ka.	pending_native_review	pending_reviewer_notes
q031	so	4	Ch. 04 · Political elections and parties	Politiska val och partier	Folkomröstningar	14	Politiker i Sverige måste följa resultatet av en folkomröstning.	Politicians in Sweden must follow the result of a referendum.	Siyaasiyiinta Iswiidhan waa inay raacaan natiijada aftida.	false	Falskt	False	Khalad	true: Sant | false: Falskt	true: True | false: False	true: Sax | false: Khalad	Folkomröstningar i Sverige kan hållas nationellt, i en region eller i en kommun. De är rådgivande, vilket betyder att politikerna inte måste följa resultatet.	Referendums in Sweden can be held nationally, in a region, or in a municipality. They are advisory, which means politicians do not have to follow the result.	Aftida Iswiidhan waxaa lagu qaban karaa heer qaran, gobol ama degmo. Waa talo-bixin, taas oo ka dhigan in siyaasiyiintu qasab ku ahayn inay raacaan natiijada.	pending_native_review	pending_reviewer_notes
q032	so	4	Ch. 04 · Political elections and parties	Politiska val och partier	Så här går det till att rösta	14	Varför röstar väljare bakom en skärm i vallokalen?	Why do voters vote behind a screen at the polling station?	Maxay codbixiyayaashu uga codeeyaan shaashad gadaasheeda goobta codbixinta?	a	För att valet är hemligt och ingen annan ska se vilket val de gör	Because the vote is secret and no one else should see their choice	Sababtoo ah codbixintu waa qarsoodi, qof kalena waa inuusan arkin doorashadooda	a: För att valet är hemligt och ingen annan ska se vilket val de gör | b: För att rösterna ska räknas snabbare | c: För att partierna ska kunna se valet | d: För att bara vissa väljare ska kunna rösta	a: Because the vote is secret and no one else should see their choice | b: So votes are counted faster | c: So parties can see the choice | d: So only some voters can vote	a: Sababtoo ah codbixintu waa qarsoodi, qof kalena waa inuusan arkin doorashadooda | b: Si codadka dhaqso loogu tiriyo | c: Si xisbiyadu u arkaan doorashada | d: Si kaliya codbixiyayaal qaar u codeeyaan	Valet är hemligt, därför röstar alla bakom en skärm i vallokalen. Skärmen gör att ingen annan kan se vilket val väljaren gör; snabbare rösträkning, partiers insyn eller begränsad rösträtt är inte syftet.	The vote is secret, so voters mark their choice behind a screen at the polling station. The screen prevents others from seeing the choice; faster counting, party oversight, or limiting who may vote is not the purpose.	Codbixintu waa qarsoodi, sidaa darteed qof walba wuxuu ka codeeyaa shaashad gadaasheeda goobta codbixinta. Shaashaddu waxay ka hortagtaa in dadka kale arkaan doorashada codbixiyaha; tirin degdeg ah, kormeer xisbi ama xaddidid xaqa codbixinta ma aha ujeeddada.	pending_native_review	pending_reviewer_notes
